,gid,geometry,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원
160,라사05a71b,"POLYGON ((1005000 1971500, 1005000 1972000, 1005500 1972000, 1005500 1971500, 1005000 1971500))",14.133,14.889,30.008,2.473,32.828,15.042
161,라사05a72a,"POLYGON ((1005000 1972000, 1005000 1972500, 1005500 1972500, 1005500 1972000, 1005000 1972000))",14.813,15.389,30.508,2.972,33.327,15.541
162,라사05a72b,"POLYGON ((1005000 1972500, 1005000 1973000, 1005500 1973000, 1005500 1972500, 1005000 1972500))",14.061,14.014,30.747,3.212,33.566,13.996
163,라사05a73a,"POLYGON ((1005000 1973000, 1005000 1973500, 1005500 1973500, 1005500 1973000, 1005000 1973000))",13.078,13.031,31.183,3.647,34.002,13.013
164,라사05a73b,"POLYGON ((1005000 1973500, 1005000 1974000, 1005500 1974000, 1005500 1973500, 1005000 1973500))",12.607,12.56,31.242,3.707,34.061,12.542
165,라사05a74a,"POLYGON ((1005000 1974000, 1005000 1974500, 1005500 1974500, 1005500 1974000, 1005000 1974000))",11.57,11.523,32.331,4.796,35.151,11.505
166,라사05a74b,"POLYGON ((1005000 1974500, 1005000 1975000, 1005500 1975000, 1005500 1974500, 1005000 1974500))",11.424,11.377,33.185,5.65,36.005,11.359
167,라사05a75a,"POLYGON ((1005000 1975000, 1005000 1975500, 1005500 1975500, 1005500 1975000, 1005000 1975000))",11.83,11.782,33.591,6.056,36.41,11.765
168,라사05a75b,"POLYGON ((1005000 1975500, 1005000 1976000, 1005500 1976000, 1005500 1975500, 1005000 1975500))",12.257,12.209,34.098,6.563,36.917,12.192
169,라사05a76a,"POLYGON ((1005000 1976000, 1005000 1976500, 1005500 1976500, 1005500 1976000, 1005000 1976000))",10.099,10.052,30.87,11.257,34.452,10.034
170,라사05a76b,"POLYGON ((1005000 1976500, 1005000 1977000, 1005500 1977000, 1005500 1976500, 1005000 1976500))",10.088,10.041,30.859,11.246,34.441,10.023
171,라사05a77a,"POLYGON ((1005000 1977000, 1005000 1977500, 1005500 1977500, 1005500 1977000, 1005000 1977000))",11.679,11.632,30.697,5.927,31.407,11.614
172,라사05a77b,"POLYGON ((1005000 1977500, 1005000 1978000, 1005500 1978000, 1005500 1977500, 1005000 1977500))",11.213,11.165,30.231,5.46,30.941,11.147
173,라사05a78a,"POLYGON ((1005000 1978000, 1005000 1978500, 1005500 1978500, 1005500 1978000, 1005000 1978000))",10.797,10.749,29.815,5.044,30.525,10.731
174,라사05a78b,"POLYGON ((1005000 1978500, 1005000 1979000, 1005500 1979000, 1005500 1978500, 1005000 1978500))",10.594,10.546,29.612,4.841,30.322,10.528
175,라사05a79a,"POLYGON ((1005000 1979000, 1005000 1979500, 1005500 1979500, 1005500 1979000, 1005000 1979000))",8.528,8.48,27.546,2.775,28.256,8.462
176,라사05a79b,"POLYGON ((1005000 1979500, 1005000 1980000, 1005500 1980000, 1005500 1979500, 1005000 1979500))",11.897,11.849,30.915,6.145,31.625,11.832
177,라사05a80a,"POLYGON ((1005000 1980000, 1005000 1980500, 1005500 1980500, 1005500 1980000, 1005000 1980000))",11.276,11.228,30.294,5.524,31.005,11.211
178,라사05a80b,"POLYGON ((1005000 1980500, 1005000 1981000, 1005500 1981000, 1005500 1980500, 1005000 1980500))",11.573,11.525,30.591,5.821,31.301,11.507
179,라사05a81a,"POLYGON ((1005000 1981000, 1005000 1981500, 1005500 1981500, 1005500 1981000, 1005000 1981000))",8.381,8.334,27.399,2.629,28.11,8.316
180,라사05a81b,"POLYGON ((1005000 1981500, 1005000 1982000, 1005500 1982000, 1005500 1981500, 1005000 1981500))",5.953,5.905,24.971,2.285,25.681,5.888
181,라사05a82a,"POLYGON ((1005000 1982000, 1005000 1982500, 1005500 1982500, 1005500 1982000, 1005000 1982000))",5.717,5.669,22.743,2.066,23.454,6.318
182,라사05a82b,"POLYGON ((1005000 1982500, 1005000 1983000, 1005500 1983000, 1005500 1982500, 1005000 1982500))",5.796,5.748,21.828,3.496,22.538,6.454
183,라사05a83a,"POLYGON ((1005000 1983000, 1005000 1983500, 1005500 1983500, 1005500 1983000, 1005000 1983000))",5.674,5.627,23.594,3.374,24.304,6.332
184,라사05a83b,"POLYGON ((1005000 1983500, 1005000 1984000, 1005500 1984000, 1005500 1983500, 1005000 1983500))",6.168,6.121,24.087,3.868,24.798,6.826
185,라사05a96a,"POLYGON ((1005000 1996000, 1005000 1996500, 1005500 1996500, 1005500 1996000, 1005000 1996000))",24.237,15.59,21.026,5.605,27.089,24.33
186,라사05a96b,"POLYGON ((1005000 1996500, 1005000 1997000, 1005500 1997000, 1005500 1996500, 1005000 1996500))",23.919,15.272,20.709,5.287,26.772,24.012
187,라사05a97a,"POLYGON ((1005000 1997000, 1005000 1997500, 1005500 1997500, 1005500 1997000, 1005000 1997000))",23.735,15.088,20.524,5.103,26.588,23.828
188,라사05a97b,"POLYGON ((1005000 1997500, 1005000 1998000, 1005500 1998000, 1005500 1997500, 1005000 1997500))",23.747,15.1,20.536,5.115,26.599,22.793
189,라사05a98a,"POLYGON ((1005000 1998000, 1005000 1998500, 1005500 1998500, 1005500 1998000, 1005000 1998000))",23.949,15.302,20.739,5.317,26.802,22.996
190,라사05a98b,"POLYGON ((1005000 1998500, 1005000 1999000, 1005500 1999000, 1005500 1998500, 1005000 1998500))",24.277,15.63,21.067,5.645,27.13,23.324
191,라사05a99a,"POLYGON ((1005000 1999000, 1005000 1999500, 1005500 1999500, 1005500 1999000, 1005000 1999000))",24.345,15.698,21.134,5.713,27.198,24.262
192,라사05a99b,"POLYGON ((1005000 1999500, 1005000 2000000, 1005500 2000000, 1005500 1999500, 1005000 1999500))",24.719,16.072,21.509,6.087,27.572,30.56
193,라사05b70a,"POLYGON ((1005500 1970000, 1005500 1970500, 1006000 1970500, 1006000 1970000, 1005500 1970000))",13.716,14.291,29.41,2.255,32.23,14.444
194,라사05b70b,"POLYGON ((1005500 1970500, 1005500 1971000, 1006000 1971000, 1006000 1970500, 1005500 1970500))",13.125,14.079,28.82,1.664,32.019,14.233
195,라사05b71a,"POLYGON ((1005500 1971000, 1005500 1971500, 1006000 1971500, 1006000 1971000, 1005500 1971000))",13.266,14.219,28.96,1.804,32.159,14.373
196,라사05b71b,"POLYGON ((1005500 1971500, 1005500 1972000, 1006000 1972000, 1006000 1971500, 1005500 1971500))",13.652,14.408,29.528,1.993,32.347,14.562
197,라사05b72a,"POLYGON ((1005500 1972000, 1005500 1972500, 1006000 1972500, 1006000 1972000, 1005500 1972000))",14.272,14.848,29.968,2.432,32.787,15.001
198,라사05b72b,"POLYGON ((1005500 1972500, 1005500 1973000, 1006000 1973000, 1006000 1972500, 1005500 1972500))",14.511,15.087,30.206,2.67,33.025,15.239
199,라사05b73a,"POLYGON ((1005500 1973000, 1005500 1973500, 1006000 1973500, 1006000 1973000, 1005500 1973000))",13.17,13.123,30.673,3.138,33.492,13.105
200,라사05b73b,"POLYGON ((1005500 1973500, 1005500 1974000, 1006000 1974000, 1006000 1973500, 1005500 1973500))",14.348,14.3,30.816,3.876,33.636,14.282
201,라사05b74a,"POLYGON ((1005500 1974000, 1005500 1974500, 1006000 1974500, 1006000 1974000, 1005500 1974000))",12.393,12.346,32.279,4.743,35.097,12.328
202,라사05b74b,"POLYGON ((1005500 1974500, 1005500 1975000, 1006000 1975000, 1006000 1974500, 1005500 1974500))",12.246,12.198,33.023,5.487,35.842,12.181
203,라사05b75a,"POLYGON ((1005500 1975000, 1005500 1975500, 1006000 1975500, 1006000 1975000, 1005500 1975000))",12.13,12.083,33.891,6.356,36.711,12.065
204,라사05b75b,"POLYGON ((1005500 1975500, 1005500 1976000, 1006000 1976000, 1006000 1975500, 1005500 1975500))",12.513,12.465,34.274,6.739,37.093,12.448
205,라사05b76a,"POLYGON ((1005500 1976000, 1005500 1976500, 1006000 1976500, 1006000 1976000, 1005500 1976000))",13.002,12.955,32.021,7.25,32.731,12.938
206,라사05b76b,"POLYGON ((1005500 1976500, 1005500 1977000, 1006000 1977000, 1006000 1976500, 1005500 1976500))",12.307,12.26,31.326,6.555,32.036,12.242
207,라사05b77a,"POLYGON ((1005500 1977000, 1005500 1977500, 1006000 1977500, 1006000 1977000, 1005500 1977000))",11.585,11.538,30.604,5.833,31.314,11.521
208,라사05b77b,"POLYGON ((1005500 1977500, 1005500 1978000, 1006000 1978000, 1006000 1977500, 1005500 1977500))",10.891,10.844,29.91,5.139,30.62,10.826
209,라사05b78a,"POLYGON ((1005500 1978000, 1005500 1978500, 1006000 1978500, 1006000 1978000, 1005500 1978000))",10.616,10.568,29.634,4.864,30.344,10.55
210,라사05b78b,"POLYGON ((1005500 1978500, 1005500 1979000, 1006000 1979000, 1006000 1978500, 1005500 1978500))",10.124,10.077,29.142,4.372,29.853,10.059
211,라사05b79a,"POLYGON ((1005500 1979000, 1005500 1979500, 1006000 1979500, 1006000 1979000, 1005500 1979000))",10.218,10.17,29.236,4.466,29.946,10.152
212,라사05b79b,"POLYGON ((1005500 1979500, 1005500 1980000, 1006000 1980000, 1006000 1979500, 1005500 1979500))",7.932,7.884,26.95,2.179,27.66,7.867
213,라사05b80a,"POLYGON ((1005500 1980000, 1005500 1980500, 1006000 1980500, 1006000 1980000, 1005500 1980000))",7.463,7.415,26.481,1.71,27.191,7.398
214,라사05b80b,"POLYGON ((1005500 1980500, 1005500 1981000, 1006000 1981000, 1006000 1980500, 1005500 1980500))",7.637,7.589,26.655,1.884,27.366,7.572
215,라사05b81a,"POLYGON ((1005500 1981000, 1005500 1981500, 1006000 1981500, 1006000 1981000, 1005500 1981000))",8.074,8.027,27.092,2.322,27.803,8.009
216,라사05b81b,"POLYGON ((1005500 1981500, 1005500 1982000, 1006000 1982000, 1006000 1981500, 1005500 1981500))",6.605,6.557,22.269,2.953,22.979,6.539
217,라사05b82a,"POLYGON ((1005500 1982000, 1005500 1982500, 1006000 1982500, 1006000 1982000, 1005500 1982000))",6.097,6.049,22.183,2.445,22.893,6.351
218,라사05b82b,"POLYGON ((1005500 1982500, 1005500 1983000, 1006000 1983000, 1006000 1982500, 1005500 1982500))",6.13,6.083,21.281,3.83,21.991,6.788
219,라사05b83a,"POLYGON ((1005500 1983000, 1005500 1983500, 1006000 1983500, 1006000 1983000, 1005500 1983000))",6.342,6.295,21.921,4.042,22.631,7.0
220,라사05b83b,"POLYGON ((1005500 1983500, 1005500 1984000, 1006000 1984000, 1006000 1983500, 1005500 1983500))",6.497,6.45,22.583,4.197,23.293,7.155
221,라사05b84a,"POLYGON ((1005500 1984000, 1005500 1984500, 1006000 1984500, 1006000 1984000, 1005500 1984000))",9.164,9.116,23.851,6.864,24.561,9.822
222,라사05b96a,"POLYGON ((1005500 1996000, 1005500 1996500, 1006000 1996500, 1006000 1996000, 1005500 1996000))",21.595,11.951,20.05,4.629,26.114,20.359
223,라사05b96b,"POLYGON ((1005500 1996500, 1005500 1997000, 1006000 1997000, 1006000 1996500, 1005500 1996500))",23.53,14.883,20.319,4.898,26.382,22.577
224,라사05b97a,"POLYGON ((1005500 1997000, 1005500 1997500, 1006000 1997500, 1006000 1997000, 1005500 1997000))",23.25,14.603,20.039,4.618,26.103,22.297
225,라사05b97b,"POLYGON ((1005500 1997500, 1005500 1998000, 1006000 1998000, 1006000 1997500, 1005500 1997500))",23.269,14.622,20.059,4.637,26.122,22.316
226,라사05b98a,"POLYGON ((1005500 1998000, 1005500 1998500, 1006000 1998500, 1006000 1998000, 1005500 1998000))",23.571,14.924,20.36,4.939,26.424,22.618
227,라사05b98b,"POLYGON ((1005500 1998500, 1005500 1999000, 1006000 1999000, 1006000 1998500, 1005500 1998500))",23.624,14.978,20.414,4.993,26.477,22.672
228,라사05b99a,"POLYGON ((1005500 1999000, 1005500 1999500, 1006000 1999500, 1006000 1999000, 1005500 1999000))",24.019,15.372,20.809,5.387,26.872,23.066
229,라사05b99b,"POLYGON ((1005500 1999500, 1005500 2000000, 1006000 2000000, 1006000 1999500, 1005500 1999500))",24.464,15.817,21.254,5.832,27.317,30.305
230,라사06a70b,"POLYGON ((1006000 1970500, 1006000 1971000, 1006500 1971000, 1006500 1970500, 1006000 1970500))",13.16,13.735,28.854,1.319,31.674,13.888
231,라사06a71a,"POLYGON ((1006000 1971000, 1006000 1971500, 1006500 1971500, 1006500 1971000, 1006000 1971000))",12.717,13.449,28.568,1.034,31.388,13.603
232,라사06a71b,"POLYGON ((1006000 1971500, 1006000 1972000, 1006500 1972000, 1006500 1971500, 1006000 1971500))",13.302,13.877,28.996,1.461,31.816,14.03
233,라사06a72a,"POLYGON ((1006000 1972000, 1006000 1972500, 1006500 1972500, 1006500 1972000, 1006000 1972000))",13.734,14.311,29.43,1.894,32.249,14.463
234,라사06a72b,"POLYGON ((1006000 1972500, 1006000 1973000, 1006500 1973000, 1006500 1972500, 1006000 1972500))",13.988,13.941,29.711,2.395,32.53,13.923
235,라사06a73a,"POLYGON ((1006000 1973000, 1006000 1973500, 1006500 1973500, 1006500 1973000, 1006000 1973000))",14.514,14.467,28.226,4.043,28.936,14.449
236,라사06a73b,"POLYGON ((1006000 1973500, 1006000 1974000, 1006500 1974000, 1006500 1973500, 1006000 1973500))",14.613,14.565,28.258,4.141,28.969,14.547
237,라사06a74a,"POLYGON ((1006000 1974000, 1006000 1974500, 1006500 1974500, 1006500 1974000, 1006000 1974000))",16.092,15.33,28.125,5.432,28.836,15.485
238,라사06a74b,"POLYGON ((1006000 1974500, 1006000 1975000, 1006500 1975000, 1006500 1974500, 1006000 1974500))",16.347,15.585,28.379,5.687,29.09,15.739
239,라사06a75a,"POLYGON ((1006000 1975000, 1006000 1975500, 1006500 1975500, 1006500 1975000, 1006000 1975000))",16.78,16.018,28.812,6.12,29.523,16.172
240,라사06a75b,"POLYGON ((1006000 1975500, 1006000 1976000, 1006500 1976000, 1006500 1975500, 1006000 1975500))",17.253,16.491,29.285,6.592,29.996,16.645
241,라사06a76a,"POLYGON ((1006000 1976000, 1006000 1976500, 1006500 1976500, 1006500 1976000, 1006000 1976000))",12.591,12.543,31.609,6.838,32.32,12.526
242,라사06a76b,"POLYGON ((1006000 1976500, 1006000 1977000, 1006500 1977000, 1006500 1976500, 1006000 1976500))",12.34,12.292,31.358,6.587,32.068,12.275
243,라사06a77a,"POLYGON ((1006000 1977000, 1006000 1977500, 1006500 1977500, 1006500 1977000, 1006000 1977000))",11.538,11.491,30.557,5.785,31.267,11.473
244,라사06a77b,"POLYGON ((1006000 1977500, 1006000 1978000, 1006500 1978000, 1006500 1977500, 1006000 1977500))",10.876,10.829,29.895,5.123,30.605,10.812
245,라사06a78a,"POLYGON ((1006000 1978000, 1006000 1978500, 1006500 1978500, 1006500 1978000, 1006000 1978000))",10.116,10.069,29.134,4.364,29.844,10.051
246,라사06a78b,"POLYGON ((1006000 1978500, 1006000 1979000, 1006500 1979000, 1006500 1978500, 1006000 1978500))",9.618,9.57,28.636,3.865,29.346,9.552
247,라사06a79a,"POLYGON ((1006000 1979000, 1006000 1979500, 1006500 1979500, 1006500 1979000, 1006000 1979000))",9.573,9.525,28.591,3.821,29.301,9.508
248,라사06a79b,"POLYGON ((1006000 1979500, 1006000 1980000, 1006500 1980000, 1006500 1979500, 1006000 1979500))",8.325,8.277,27.343,2.572,28.053,8.26
249,라사06a80a,"POLYGON ((1006000 1980000, 1006000 1980500, 1006500 1980500, 1006500 1980000, 1006000 1980000))",8.41,8.362,27.428,2.657,28.139,8.345
250,라사06a80b,"POLYGON ((1006000 1980500, 1006000 1981000, 1006500 1981000, 1006500 1980500, 1006000 1980500))",7.868,7.821,26.887,2.116,27.597,7.804
251,라사06a81a,"POLYGON ((1006000 1981000, 1006000 1981500, 1006500 1981500, 1006500 1981000, 1006000 1981000))",7.489,7.441,26.882,3.837,27.592,7.423
252,라사06a81b,"POLYGON ((1006000 1981500, 1006000 1982000, 1006500 1982000, 1006500 1981500, 1006000 1981500))",6.803,6.755,26.014,3.151,22.997,6.738
253,라사06a82a,"POLYGON ((1006000 1982000, 1006000 1982500, 1006500 1982500, 1006500 1982000, 1006000 1982000))",6.783,6.735,21.47,4.483,22.181,7.037
254,라사06a82b,"POLYGON ((1006000 1982500, 1006000 1983000, 1006500 1983000, 1006500 1982500, 1006000 1982500))",6.754,6.707,21.442,4.454,22.152,7.412
255,라사06a83a,"POLYGON ((1006000 1983000, 1006000 1983500, 1006500 1983500, 1006500 1983000, 1006000 1983000))",7.284,7.237,21.972,4.984,22.682,7.942
256,라사06a83b,"POLYGON ((1006000 1983500, 1006000 1984000, 1006500 1984000, 1006500 1983500, 1006000 1983500))",8.537,8.489,23.224,6.237,23.934,9.195
257,라사06a84a,"POLYGON ((1006000 1984000, 1006000 1984500, 1006500 1984500, 1006500 1984000, 1006000 1984000))",8.8,8.752,23.487,6.5,24.197,9.458
258,라사06a84b,"POLYGON ((1006000 1984500, 1006000 1985000, 1006500 1985000, 1006500 1984500, 1006000 1984500))",10.254,10.206,24.941,7.954,25.651,10.911
259,라사06a85a,"POLYGON ((1006000 1985000, 1006000 1985500, 1006500 1985500, 1006500 1985000, 1006000 1985000))",10.764,7.852,33.551,3.505,40.298,9.756
260,라사06a96a,"POLYGON ((1006000 1996000, 1006000 1996500, 1006500 1996500, 1006500 1996000, 1006000 1996000))",21.099,11.455,19.554,4.132,25.617,21.811
261,라사06a96b,"POLYGON ((1006000 1996500, 1006000 1997000, 1006500 1997000, 1006500 1996500, 1006000 1996500))",23.287,14.64,20.076,4.655,26.14,22.334
262,라사06a97a,"POLYGON ((1006000 1997000, 1006000 1997500, 1006500 1997500, 1006500 1997000, 1006000 1997000))",22.824,14.177,19.613,4.192,25.677,21.871
263,라사06a97b,"POLYGON ((1006000 1997500, 1006000 1998000, 1006500 1998000, 1006500 1997500, 1006000 1997500))",22.87,14.223,19.659,4.238,25.723,21.917
264,라사06a98a,"POLYGON ((1006000 1998000, 1006000 1998500, 1006500 1998500, 1006500 1998000, 1006000 1998000))",22.916,14.269,19.706,4.284,25.769,21.963
265,라사06a98b,"POLYGON ((1006000 1998500, 1006000 1999000, 1006500 1999000, 1006500 1998500, 1006000 1998500))",23.348,14.701,20.137,4.716,26.2,22.395
266,라사06a99a,"POLYGON ((1006000 1999000, 1006000 1999500, 1006500 1999500, 1006500 1999000, 1006000 1999000))",23.815,15.169,20.605,5.183,26.668,22.863
267,라사06a99b,"POLYGON ((1006000 1999500, 1006000 2000000, 1006500 2000000, 1006500 1999500, 1006000 1999500))",24.302,15.655,21.091,5.67,27.155,24.219
268,라사06b70a,"POLYGON ((1006500 1970000, 1006500 1970500, 1007000 1970500, 1007000 1970000, 1006500 1970000))",11.355,11.929,27.049,2.589,29.869,12.083
269,라사06b70b,"POLYGON ((1006500 1970500, 1006500 1971000, 1007000 1971000, 1007000 1970500, 1006500 1970500))",11.9,12.475,27.595,0.292,30.414,12.629
270,라사06b71a,"POLYGON ((1006500 1971000, 1006500 1971500, 1007000 1971500, 1007000 1971000, 1006500 1971000))",12.516,13.091,28.21,0.675,31.03,13.244
271,라사06b71b,"POLYGON ((1006500 1971500, 1006500 1972000, 1007000 1972000, 1007000 1971500, 1006500 1971500))",13.193,13.769,28.888,1.353,31.707,13.922
272,라사06b72a,"POLYGON ((1006500 1972000, 1006500 1972500, 1007000 1972500, 1007000 1972000, 1006500 1972000))",13.543,14.119,29.239,1.703,32.058,14.272
273,라사06b72b,"POLYGON ((1006500 1972500, 1006500 1973000, 1007000 1973000, 1007000 1972500, 1006500 1972500))",13.979,14.555,29.674,2.139,32.494,14.708
274,라사06b73a,"POLYGON ((1006500 1973000, 1006500 1973500, 1007000 1973500, 1007000 1973000, 1006500 1973000))",14.973,14.925,27.9,4.501,28.611,14.908
275,라사06b73b,"POLYGON ((1006500 1973500, 1006500 1974000, 1007000 1974000, 1007000 1973500, 1006500 1973500))",15.028,14.515,27.31,4.556,28.02,14.669
276,라사06b74a,"POLYGON ((1006500 1974000, 1006500 1974500, 1007000 1974500, 1007000 1974000, 1006500 1974000))",15.729,14.967,27.762,5.069,28.473,15.122
277,라사06b74b,"POLYGON ((1006500 1974500, 1006500 1975000, 1007000 1975000, 1007000 1974500, 1006500 1974500))",16.195,15.433,28.228,5.535,28.939,15.588
278,라사06b75a,"POLYGON ((1006500 1975000, 1006500 1975500, 1007000 1975500, 1007000 1975000, 1006500 1975000))",16.694,15.932,28.726,6.033,29.437,16.086
279,라사06b75b,"POLYGON ((1006500 1975500, 1006500 1976000, 1007000 1976000, 1007000 1975500, 1006500 1975500))",12.731,12.683,31.749,6.978,32.459,12.666
280,라사06b76a,"POLYGON ((1006500 1976000, 1006500 1976500, 1007000 1976500, 1007000 1976000, 1006500 1976000))",12.271,12.223,31.289,6.518,32.0,12.206
281,라사06b76b,"POLYGON ((1006500 1976500, 1006500 1977000, 1007000 1977000, 1007000 1976500, 1006500 1976500))",11.888,11.84,30.907,6.135,31.617,11.823
282,라사06b77a,"POLYGON ((1006500 1977000, 1006500 1977500, 1007000 1977500, 1007000 1977000, 1006500 1977000))",11.208,11.161,30.227,5.456,30.937,11.144
283,라사06b77b,"POLYGON ((1006500 1977500, 1006500 1978000, 1007000 1978000, 1007000 1977500, 1006500 1977500))",10.631,10.583,29.649,4.878,30.359,10.566
284,라사06b78a,"POLYGON ((1006500 1978000, 1006500 1978500, 1007000 1978500, 1007000 1978000, 1006500 1978000))",10.307,10.26,29.326,4.555,30.036,10.242
285,라사06b78b,"POLYGON ((1006500 1978500, 1006500 1979000, 1007000 1979000, 1007000 1978500, 1006500 1978500))",9.542,9.495,28.56,3.789,29.27,9.477
286,라사06b79a,"POLYGON ((1006500 1979000, 1006500 1979500, 1007000 1979500, 1007000 1979000, 1006500 1979000))",8.979,8.931,27.997,3.226,28.707,8.914
287,라사06b79b,"POLYGON ((1006500 1979500, 1006500 1980000, 1007000 1980000, 1007000 1979500, 1006500 1979500))",9.157,9.109,28.175,3.404,28.885,9.092
288,라사06b80a,"POLYGON ((1006500 1980000, 1006500 1980500, 1007000 1980500, 1007000 1980000, 1006500 1980000))",9.635,9.587,28.653,3.882,29.363,9.57
289,라사06b80b,"POLYGON ((1006500 1980500, 1006500 1981000, 1007000 1981000, 1007000 1980500, 1006500 1980500))",10.037,9.94,21.581,6.386,22.291,9.971
290,라사06b81a,"POLYGON ((1006500 1981000, 1006500 1981500, 1007000 1981500, 1007000 1981000, 1006500 1981000))",9.75,9.653,21.295,6.099,22.005,9.685
291,라사06b81b,"POLYGON ((1006500 1981500, 1006500 1982000, 1007000 1982000, 1007000 1981500, 1006500 1981500))",7.277,7.229,26.67,3.626,27.38,7.212
